,Store,Dept,Date,Weekly_Sales,IsHoliday
2123,1,16,2012-06-01,45508.72,False
2124,1,16,2012-06-08,34785.29,False
2125,1,16,2012-06-15,32898.46,False
2126,1,16,2012-06-22,36362.45,False
2127,1,16,2012-06-29,37677.82,False
2262,1,17,2012-05-04,9064.6,False
2263,1,17,2012-05-11,7964.29,False
2264,1,17,2012-05-18,9308.53,False
2265,1,17,2012-05-25,7323.66,False
2266,1,17,2012-06-01,7197.38,False
2267,1,17,2012-06-08,8589.19,False
2268,1,17,2012-06-15,6676.87,False
2269,1,17,2012-06-22,7468.47,False
2270,1,17,2012-06-29,8240.63,False
2384,1,18,2012-05-04,-1.27,False
2385,1,18,2012-05-11,4.58,False
2386,1,18,2012-05-25,1.97,False
2387,1,18,2012-06-01,0.2,False
2388,1,18,2012-06-08,4.97,False
2518,1,19,2012-05-04,1155.4,False
2519,1,19,2012-05-11,1848.79,False
2520,1,19,2012-05-18,1441.88,False
2521,1,19,2012-05-25,1036.21,False
2522,1,19,2012-06-01,1406.0,False
2523,1,19,2012-06-08,1242.44,False
2524,1,19,2012-06-15,951.49,False
2525,1,19,2012-06-22,1174.7,False
2526,1,19,2012-06-29,1040.98,False
2661,1,20,2012-05-04,4647.31,False
2662,1,20,2012-05-11,4418.12,False
2663,1,20,2012-05-18,5296.28,False
2664,1,20,2012-05-25,4614.33,False
2665,1,20,2012-06-01,4353.92,False
2666,1,20,2012-06-08,4943.11,False
2667,1,20,2012-06-15,3948.1,False
2668,1,20,2012-06-22,5218.84,False
2669,1,20,2012-06-29,4847.43,False
2804,1,21,2012-05-04,7873.18,False
2805,1,21,2012-05-11,7120.67,False
2806,1,21,2012-05-18,7124.99,False
2807,1,21,2012-05-25,6872.63,False
2808,1,21,2012-06-01,7206.04,False
2809,1,21,2012-06-08,7373.09,False
2810,1,21,2012-06-15,7345.49,False
2811,1,21,2012-06-22,7768.11,False
2812,1,21,2012-06-29,6490.2,False
2947,1,22,2012-05-04,7884.36,False
2948,1,22,2012-05-11,6363.42,False
2949,1,22,2012-05-18,6752.83,False
2950,1,22,2012-05-25,6878.26,False
2951,1,22,2012-06-01,6332.62,False
2952,1,22,2012-06-08,6816.23,False
2953,1,22,2012-06-15,5764.52,False
2954,1,22,2012-06-22,7233.96,False
2955,1,22,2012-06-29,6008.22,False
3090,1,23,2012-05-04,21973.08,False
3091,1,23,2012-05-11,21536.76,False
3092,1,23,2012-05-18,18435.16,False
3093,1,23,2012-05-25,20778.32,False
3094,1,23,2012-06-01,23504.62,False
3095,1,23,2012-06-08,23792.73,False
3096,1,23,2012-06-15,24836.02,False
3097,1,23,2012-06-22,26200.55,False
3098,1,23,2012-06-29,23036.0,False
3233,1,24,2012-05-04,5753.71,False
3234,1,24,2012-05-11,4449.04,False
3235,1,24,2012-05-18,4439.01,False
3236,1,24,2012-05-25,4830.18,False
3237,1,24,2012-06-01,3853.81,False
3238,1,24,2012-06-08,3810.35,False
3239,1,24,2012-06-15,3670.73,False
3240,1,24,2012-06-22,4129.07,False
3241,1,24,2012-06-29,3729.35,False
3376,1,25,2012-05-04,13530.43,False
3377,1,25,2012-05-11,10206.26,False
3378,1,25,2012-05-18,10029.04,False
3379,1,25,2012-05-25,10702.21,False
3380,1,25,2012-06-01,11528.12,False
3381,1,25,2012-06-08,10527.53,False
3382,1,25,2012-06-15,10329.88,False
3383,1,25,2012-06-22,9848.45,False
3384,1,25,2012-06-29,9566.04,False
3519,1,26,2012-05-04,6788.13,False
3520,1,26,2012-05-11,5958.51,False
3521,1,26,2012-05-18,5783.96,False
3522,1,26,2012-05-25,5069.36,False
3523,1,26,2012-06-01,5319.66,False
3524,1,26,2012-06-08,5082.27,False
3525,1,26,2012-06-15,5688.08,False
3526,1,26,2012-06-22,5852.37,False
3527,1,26,2012-06-29,5615.89,False
3662,1,27,2012-05-04,1033.05,False
3663,1,27,2012-05-11,887.99,False
3664,1,27,2012-05-18,921.0,False
3665,1,27,2012-05-25,775.09,False
3666,1,27,2012-06-01,1030.9,False
3667,1,27,2012-06-08,1033.86,False
3668,1,27,2012-06-15,822.19,False
3669,1,27,2012-06-22,1030.06,False
3670,1,27,2012-06-29,1010.07,False
3805,1,28,2012-05-04,564.69,False
3806,1,28,2012-05-11,420.08,False
3807,1,28,2012-05-18,427.37,False
3808,1,28,2012-05-25,300.15,False
3809,1,28,2012-06-01,352.99,False
3810,1,28,2012-06-08,389.31,False
3811,1,28,2012-06-15,419.35,False
3812,1,28,2012-06-22,371.9,False
3813,1,28,2012-06-29,439.75,False
3948,1,29,2012-05-04,4880.96,False
3949,1,29,2012-05-11,4632.27,False
3950,1,29,2012-05-18,3864.86,False
3951,1,29,2012-05-25,3118.55,False
3952,1,29,2012-06-01,3788.69,False
3953,1,29,2012-06-08,4042.24,False
3954,1,29,2012-06-15,3575.94,False
3955,1,29,2012-06-22,3229.2,False
3956,1,29,2012-06-29,3898.01,False
4091,1,30,2012-05-04,4751.06,False
4092,1,30,2012-05-11,2564.12,False
4093,1,30,2012-05-18,3064.12,False
4094,1,30,2012-05-25,3055.24,False
4095,1,30,2012-06-01,3931.58,False
4096,1,30,2012-06-08,3629.94,False
4097,1,30,2012-06-15,2752.74,False
4098,1,30,2012-06-22,2784.5,False
4099,1,30,2012-06-29,3402.4,False
4234,1,31,2012-05-04,1399.76,False
4235,1,31,2012-05-11,1566.24,False
4236,1,31,2012-05-18,1189.88,False
4237,1,31,2012-05-25,901.11,False
4238,1,31,2012-06-01,1249.54,False
4239,1,31,2012-06-08,1493.84,False
4240,1,31,2012-06-15,1226.71,False
4241,1,31,2012-06-22,1471.82,False
4242,1,31,2012-06-29,1137.78,False
4377,1,32,2012-05-04,7587.45,False
4378,1,32,2012-05-11,10476.98,False
4379,1,32,2012-05-18,11330.87,False
4380,1,32,2012-05-25,8602.53,False
4381,1,32,2012-06-01,6183.49,False
4382,1,32,2012-06-08,7430.02,False
4383,1,32,2012-06-15,5169.85,False
4384,1,32,2012-06-22,7402.76,False
4385,1,32,2012-06-29,5446.58,False
4520,1,33,2012-05-04,4742.62,False
4521,1,33,2012-05-11,4959.16,False
4522,1,33,2012-05-18,4219.69,False
4523,1,33,2012-05-25,5733.73,False
4524,1,33,2012-06-01,4652.2,False
4525,1,33,2012-06-08,4990.8,False
4526,1,33,2012-06-15,4422.38,False
4527,1,33,2012-06-22,4045.11,False
4528,1,33,2012-06-29,4558.63,False
4663,1,34,2012-05-04,16632.06,False
4664,1,34,2012-05-11,14922.78,False
4665,1,34,2012-05-18,15712.57,False
4666,1,34,2012-05-25,14765.02,False
4667,1,34,2012-06-01,15369.77,False
4668,1,34,2012-06-08,15948.94,False
4669,1,34,2012-06-15,12181.66,False
4670,1,34,2012-06-22,12356.92,False
4671,1,34,2012-06-29,12800.16,False
4806,1,35,2012-05-04,2763.83,False
4807,1,35,2012-05-11,2768.22,False
4808,1,35,2012-05-18,2818.63,False
4809,1,35,2012-05-25,2473.47,False
4810,1,35,2012-06-01,3356.38,False
4811,1,35,2012-06-08,2727.51,False
4812,1,35,2012-06-15,2686.18,False
4813,1,35,2012-06-22,2293.32,False
4814,1,35,2012-06-29,2773.38,False
4949,1,36,2012-05-04,1946.0,False
4950,1,36,2012-05-11,1832.0,False
4951,1,36,2012-05-18,2390.24,False
4952,1,36,2012-05-25,4032.0,False
4953,1,36,2012-06-01,4401.0,False
4954,1,36,2012-06-08,2417.0,False
4955,1,36,2012-06-15,2697.0,False
4956,1,36,2012-06-22,2512.0,False
4957,1,36,2012-06-29,2978.0,False
5092,1,37,2012-05-04,2703.35,False
5093,1,37,2012-05-11,2615.06,False
5094,1,37,2012-05-18,2562.37,False
5095,1,37,2012-05-25,2381.48,False
5096,1,37,2012-06-01,3252.9,False
5097,1,37,2012-06-08,3071.48,False
5098,1,37,2012-06-15,3145.74,False
5099,1,37,2012-06-22,3103.98,False
5100,1,37,2012-06-29,2815.37,False
5235,1,38,2012-05-04,90029.42,False
5236,1,38,2012-05-11,70261.48,False
5237,1,38,2012-05-18,81332.67,False
5238,1,38,2012-05-25,76300.01,False
5239,1,38,2012-06-01,74849.19,False
5240,1,38,2012-06-08,80344.44,False
5241,1,38,2012-06-15,69071.96,False
5242,1,38,2012-06-22,73529.71,False
5243,1,38,2012-06-29,67658.22,False
5378,1,40,2012-05-04,64719.29,False
5379,1,40,2012-05-11,57434.64,False
5380,1,40,2012-05-18,57097.72,False
5381,1,40,2012-05-25,57995.27,False
5382,1,40,2012-06-01,58094.41,False
5383,1,40,2012-06-08,58426.12,False
5384,1,40,2012-06-15,55600.99,False
5385,1,40,2012-06-22,54157.81,False
5386,1,40,2012-06-29,57655.87,False
5521,1,41,2012-05-04,474.6,False
5522,1,41,2012-05-11,652.0,False
5523,1,41,2012-05-18,549.5,False
5524,1,41,2012-05-25,528.71,False
5525,1,41,2012-06-01,298.65,False
5526,1,41,2012-06-08,343.79,False
5527,1,41,2012-06-15,292.52,False
5528,1,41,2012-06-22,408.46,False
5529,1,41,2012-06-29,237.24,False
5664,1,42,2012-05-04,8593.85,False
5665,1,42,2012-05-11,6871.92,False
5666,1,42,2012-05-18,7239.61,False
5667,1,42,2012-05-25,8637.88,False
5668,1,42,2012-06-01,7977.62,False
5669,1,42,2012-06-08,9733.53,False
5670,1,42,2012-06-15,8345.37,False
5671,1,42,2012-06-22,8500.51,False
5672,1,42,2012-06-29,8611.38,False
5807,1,44,2012-05-04,5380.5,False
5808,1,44,2012-05-11,6136.73,False
5809,1,44,2012-05-18,5251.97,False
5810,1,44,2012-05-25,5248.37,False
5811,1,44,2012-06-01,3926.24,False
5812,1,44,2012-06-08,4411.14,False
5813,1,44,2012-06-15,4718.16,False
5814,1,44,2012-06-22,3897.52,False
5815,1,44,2012-06-29,4340.94,False
6021,1,46,2012-05-04,21045.33,False
6022,1,46,2012-05-11,19212.14,False
6023,1,46,2012-05-18,19612.54,False
6024,1,46,2012-05-25,21830.63,False
6025,1,46,2012-06-01,22689.14,False
6026,1,46,2012-06-08,23980.23,False
6027,1,46,2012-06-15,20497.56,False
6028,1,46,2012-06-22,20200.75,False
6029,1,46,2012-06-29,20492.7,False
6065,1,47,2012-06-08,178.0,False
6169,1,48,2012-05-04,1193.0,False
6170,1,48,2012-05-11,761.0,False
6171,1,48,2012-05-18,1301.0,False
6172,1,48,2012-05-25,1501.0,False
6173,1,48,2012-06-01,297.0,False
6174,1,48,2012-06-08,1141.0,False
6175,1,48,2012-06-15,587.0,False
6176,1,48,2012-06-22,653.0,False
6177,1,48,2012-06-29,499.0,False
6311,1,49,2012-05-04,11313.7,False
6312,1,49,2012-05-11,8709.99,False
6313,1,49,2012-05-18,8477.87,False
6314,1,49,2012-05-25,10486.94,False
6315,1,49,2012-06-01,10810.62,False
6316,1,49,2012-06-08,9398.12,False
6317,1,49,2012-06-15,9529.5,False
6318,1,49,2012-06-22,10268.71,False
6319,1,49,2012-06-29,9842.06,False
6487,1,52,2012-05-04,2172.26,False
6488,1,52,2012-05-11,3267.49,False
6489,1,52,2012-05-18,3216.98,False
6490,1,52,2012-05-25,1800.89,False
6491,1,52,2012-06-01,2205.26,False
6492,1,52,2012-06-08,2115.35,False
6493,1,52,2012-06-15,1756.97,False
6494,1,52,2012-06-22,2025.22,False
6495,1,52,2012-06-29,1514.02,False
6623,1,54,2012-05-11,119.92,False
6624,1,54,2012-05-18,60.0,False
6625,1,54,2012-05-25,74.92,False
6626,1,54,2012-06-01,23.92,False
6627,1,54,2012-06-08,34.8,False
6628,1,54,2012-06-15,40.0,False
6629,1,54,2012-06-22,24.88,False
6763,1,55,2012-05-04,9687.39,False
6764,1,55,2012-05-11,7393.75,False
6765,1,55,2012-05-18,8229.82,False
6766,1,55,2012-05-25,8265.88,False
6767,1,55,2012-06-01,9876.01,False
6768,1,55,2012-06-08,9950.02,False
6769,1,55,2012-06-15,9353.12,False
6770,1,55,2012-06-22,10200.28,False
6771,1,55,2012-06-29,9377.05,False
6906,1,56,2012-05-04,8585.95,False
6907,1,56,2012-05-11,9363.16,False
6908,1,56,2012-05-18,8454.35,False
6909,1,56,2012-05-25,5611.84,False
6910,1,56,2012-06-01,5118.98,False
6911,1,56,2012-06-08,3707.69,False
6912,1,56,2012-06-15,2938.71,False
6913,1,56,2012-06-22,2826.83,False
6914,1,56,2012-06-29,2159.46,False
7049,1,58,2012-05-04,2030.0,False
7050,1,58,2012-05-11,1590.0,False
7051,1,58,2012-05-18,2100.0,False
7052,1,58,2012-05-25,2170.0,False
7053,1,58,2012-06-01,1790.0,False
7054,1,58,2012-06-08,4590.0,False
7055,1,58,2012-06-15,2280.0,False
7056,1,58,2012-06-22,4233.97,False
7057,1,58,2012-06-29,2900.0,False
7192,1,59,2012-05-04,107.13,False
7193,1,59,2012-05-11,270.4,False
7194,1,59,2012-05-18,183.04,False
7195,1,59,2012-05-25,182.07,False
7196,1,59,2012-06-01,133.51,False
7197,1,59,2012-06-08,116.89,False
7198,1,59,2012-06-15,160.2,False
7199,1,59,2012-06-22,121.25,False
7200,1,59,2012-06-29,205.87,False
7335,1,60,2012-05-04,1098.0,False
7336,1,60,2012-05-11,1368.0,False
7337,1,60,2012-05-18,936.0,False
7338,1,60,2012-05-25,774.0,False
7339,1,60,2012-06-01,1161.0,False
7340,1,60,2012-06-08,1179.0,False
7341,1,60,2012-06-15,846.0,False
7342,1,60,2012-06-22,655.8,False
7343,1,60,2012-06-29,900.0,False
7478,1,67,2012-05-04,8462.57,False
7479,1,67,2012-05-11,18094.4,False
7480,1,67,2012-05-18,17853.23,False
7481,1,67,2012-05-25,9601.64,False
7482,1,67,2012-06-01,7245.74,False
7483,1,67,2012-06-08,7127.43,False
7484,1,67,2012-06-15,11505.87,False
7485,1,67,2012-06-22,10831.78,False
7486,1,67,2012-06-29,5420.16,False
7621,1,71,2012-05-04,2800.65,False
7622,1,71,2012-05-11,2934.96,False
7623,1,71,2012-05-18,2310.96,False
7624,1,71,2012-05-25,2886.26,False
7625,1,71,2012-06-01,2286.73,False
7626,1,71,2012-06-08,2756.33,False
7627,1,71,2012-06-15,3126.91,False
7628,1,71,2012-06-22,1975.56,False
7629,1,71,2012-06-29,2497.33,False
7764,1,72,2012-05-04,36683.63,False
7765,1,72,2012-05-11,39483.03,False
7766,1,72,2012-05-18,35718.85,False
7767,1,72,2012-05-25,39801.69,False
7768,1,72,2012-06-01,39791.94,False
7769,1,72,2012-06-08,42900.32,False
7770,1,72,2012-06-15,44313.56,False
7771,1,72,2012-06-22,43726.7,False
7772,1,72,2012-06-29,37125.37,False
7907,1,74,2012-05-04,11735.18,False
7908,1,74,2012-05-11,10872.63,False
7909,1,74,2012-05-18,12678.33,False
7910,1,74,2012-05-25,12407.15,False
7911,1,74,2012-06-01,13099.41,False
7912,1,74,2012-06-08,15486.03,False
7913,1,74,2012-06-15,14358.3,False
7914,1,74,2012-06-22,13716.9,False
7915,1,74,2012-06-29,14110.57,False
8057,1,79,2012-05-04,47342.76,False
8058,1,79,2012-05-11,34432.74,False
8059,1,79,2012-05-18,33905.44,False
8060,1,79,2012-05-25,29874.35,False
8061,1,79,2012-06-01,37942.13,False
8062,1,79,2012-06-08,41003.18,False
8063,1,79,2012-06-15,34184.66,False
8064,1,79,2012-06-22,30684.35,False
8065,1,79,2012-06-29,30442.57,False
8200,1,80,2012-05-04,19124.22,False
8201,1,80,2012-05-11,20460.41,False
8202,1,80,2012-05-18,18939.91,False
8203,1,80,2012-05-25,19421.03,False
8204,1,80,2012-06-01,19270.99,False
8205,1,80,2012-06-08,20833.84,False
8206,1,80,2012-06-15,21658.4,False
8207,1,80,2012-06-22,19063.5,False
8208,1,80,2012-06-29,19180.42,False
8343,1,81,2012-05-04,32261.06,False
8344,1,81,2012-05-11,31571.96,False
8345,1,81,2012-05-18,32122.26,False
8346,1,81,2012-05-25,30941.49,False
8347,1,81,2012-06-01,32117.05,False
8348,1,81,2012-06-08,33639.63,False
8349,1,81,2012-06-15,34681.25,False
8350,1,81,2012-06-22,31402.79,False
8351,1,81,2012-06-29,31098.43,False
8486,1,82,2012-05-04,21563.76,False
8487,1,82,2012-05-11,20076.15,False
8488,1,82,2012-05-18,21132.05,False
8489,1,82,2012-05-25,20094.03,False
8490,1,82,2012-06-01,20883.43,False
8491,1,82,2012-06-08,20121.63,False
8492,1,82,2012-06-15,20006.9,False
8493,1,82,2012-06-22,20450.16,False
8494,1,82,2012-06-29,20698.18,False
8629,1,83,2012-05-04,5247.16,False
8630,1,83,2012-05-11,5852.7,False
8631,1,83,2012-05-18,6311.38,False
8632,1,83,2012-05-25,5099.95,False
8633,1,83,2012-06-01,5372.91,False
8634,1,83,2012-06-08,6223.27,False
8635,1,83,2012-06-15,6851.53,False
8636,1,83,2012-06-22,5368.51,False
8637,1,83,2012-06-29,4906.92,False
8772,1,85,2012-05-04,3643.4,False
8773,1,85,2012-05-11,4840.11,False
8774,1,85,2012-05-18,5430.64,False
8775,1,85,2012-05-25,4451.85,False
8776,1,85,2012-06-01,3539.81,False
8777,1,85,2012-06-08,3476.91,False
8778,1,85,2012-06-15,2787.23,False
8779,1,85,2012-06-22,3115.32,False
8780,1,85,2012-06-29,3063.52,False
8915,1,87,2012-05-04,58802.89,False
8916,1,87,2012-05-11,47648.4,False
8917,1,87,2012-05-18,48475.66,False
8918,1,87,2012-05-25,47573.08,False
8919,1,87,2012-06-01,56771.77,False
8920,1,87,2012-06-08,57121.3,False
8921,1,87,2012-06-15,51601.93,False
8922,1,87,2012-06-22,47171.71,False
8923,1,87,2012-06-29,54951.6,False
9058,1,90,2012-05-04,87274.54,False
9059,1,90,2012-05-11,88151.32,False
9060,1,90,2012-05-18,85373.52,False
9061,1,90,2012-05-25,81580.58,False
9062,1,90,2012-06-01,86982.24,False
9063,1,90,2012-06-08,91559.12,False
9064,1,90,2012-06-15,92172.43,False
9065,1,90,2012-06-22,81860.08,False
9066,1,90,2012-06-29,84392.18,False
9201,1,91,2012-05-04,69524.98,False
9202,1,91,2012-05-11,71520.23,False
9203,1,91,2012-05-18,67842.03,False
9204,1,91,2012-05-25,61147.15,False
9205,1,91,2012-06-01,62018.23,False
9206,1,91,2012-06-08,75021.92,False
9207,1,91,2012-06-15,76138.44,False
9208,1,91,2012-06-22,61720.14,False
9209,1,91,2012-06-29,59527.86,False
9344,1,92,2012-05-04,140937.93,False
9345,1,92,2012-05-11,143194.31,False
9346,1,92,2012-05-18,139743.46,False
9347,1,92,2012-05-25,124556.59,False
9348,1,92,2012-06-01,134206.28,False
9349,1,92,2012-06-08,153676.53,False
9350,1,92,2012-06-15,153216.18,False
9351,1,92,2012-06-22,126763.7,False
9352,1,92,2012-06-29,125650.26,False
9487,1,93,2012-05-04,74929.53,False
9488,1,93,2012-05-11,81146.85,False
9489,1,93,2012-05-18,79074.91,False
9490,1,93,2012-05-25,69792.6,False
9491,1,93,2012-06-01,76925.54,False
9492,1,93,2012-06-08,84258.97,False
9493,1,93,2012-06-15,85257.31,False
9494,1,93,2012-06-22,70235.34,False
9495,1,93,2012-06-29,66443.41,False
9630,1,94,2012-05-04,65730.41,False
9631,1,94,2012-05-11,73401.98,False
9632,1,94,2012-05-18,82834.82,False
9633,1,94,2012-05-25,63667.37,False
9634,1,94,2012-06-01,63037.75,False
9635,1,94,2012-06-08,62553.95,False
9636,1,94,2012-06-15,63073.2,False
9637,1,94,2012-06-22,58804.32,False
9638,1,94,2012-06-29,60793.02,False
9773,1,95,2012-05-04,130920.36,False
9774,1,95,2012-05-11,131341.85,False
9775,1,95,2012-05-18,129031.19,False
9776,1,95,2012-05-25,127603.0,False
9777,1,95,2012-06-01,130573.37,False
9778,1,95,2012-06-08,139857.1,False
9779,1,95,2012-06-15,140806.36,False
9780,1,95,2012-06-22,124594.4,False
9781,1,95,2012-06-29,131935.56,False
9895,1,96,2012-05-04,40750.4,False
9896,1,96,2012-05-11,38016.64,False
9897,1,96,2012-05-18,37807.63,False
9898,1,96,2012-05-25,43038.71,False
9899,1,96,2012-06-01,43156.77,False
9900,1,96,2012-06-08,39009.96,False
9901,1,96,2012-06-15,38609.18,False
9902,1,96,2012-06-22,39088.11,False
9903,1,96,2012-06-29,41522.35,False
10038,1,97,2012-05-04,37558.68,False
10039,1,97,2012-05-11,37634.44,False
10040,1,97,2012-05-18,35798.96,False
10041,1,97,2012-05-25,34412.58,False
10042,1,97,2012-06-01,36918.07,False
10043,1,97,2012-06-08,40069.6,False
10044,1,97,2012-06-15,40683.18,False
10045,1,97,2012-06-22,33754.43,False
10046,1,97,2012-06-29,33889.59,False
10181,1,98,2012-05-04,11625.96,False
10182,1,98,2012-05-11,12940.0,False
10183,1,98,2012-05-18,13567.25,False
10184,1,98,2012-05-25,12080.85,False
10185,1,98,2012-06-01,11368.62,False
10186,1,98,2012-06-08,11737.35,False
10187,1,98,2012-06-15,12047.16,False
10188,1,98,2012-06-22,11613.22,False
10189,1,98,2012-06-29,9799.44,False
10229,1,99,2012-05-04,50.0,False
10230,1,99,2012-06-15,240.0,False
10231,1,99,2012-06-22,35.0,False
10361,2,1,2012-05-04,22711.04,False
10362,2,1,2012-05-11,25661.21,False
10363,2,1,2012-05-18,25982.7,False
10364,2,1,2012-05-25,23561.25,False
10365,2,1,2012-06-01,23076.47,False
10366,2,1,2012-06-08,24826.25,False
10367,2,1,2012-06-15,24016.43,False
10368,2,1,2012-06-22,24155.67,False
10369,2,1,2012-06-29,23580.74,False
10504,2,2,2012-05-04,67046.93,False
10505,2,2,2012-05-11,61750.11,False
10506,2,2,2012-05-18,63948.19,False
10507,2,2,2012-05-25,66419.23,False
10508,2,2,2012-06-01,64912.65,False
10509,2,2,2012-06-08,70841.55,False
10510,2,2,2012-06-15,66904.1,False
10511,2,2,2012-06-22,68915.17,False
10512,2,2,2012-06-29,66611.66,False
10647,2,3,2012-05-04,11844.62,False
10648,2,3,2012-05-11,11867.42,False
10649,2,3,2012-05-18,10591.94,False
10650,2,3,2012-05-25,10441.51,False
10651,2,3,2012-06-01,10794.48,False
10652,2,3,2012-06-08,11372.41,False
10653,2,3,2012-06-15,11664.56,False
10654,2,3,2012-06-22,10858.12,False
10655,2,3,2012-06-29,10099.07,False
10790,2,4,2012-05-04,46298.93,False
10791,2,4,2012-05-11,44349.31,False
10792,2,4,2012-05-18,46008.96,False
10793,2,4,2012-05-25,47627.29,False
10794,2,4,2012-06-01,47662.59,False
