,Store,Dept,Date,Weekly_Sales,IsHoliday
2629,1,20,2011-09-23,3571.86,False
2630,1,20,2011-09-30,3560.89,False
2631,1,20,2011-10-07,3135.0,False
2632,1,20,2011-10-14,3516.39,False
2633,1,20,2011-10-21,2638.07,False
2634,1,20,2011-10-28,3180.74,False
2769,1,21,2011-09-02,8384.67,False
2770,1,21,2011-09-09,8021.04,True
2771,1,21,2011-09-16,8792.26,False
2772,1,21,2011-09-23,7764.04,False
2773,1,21,2011-09-30,8104.0,False
2774,1,21,2011-10-07,9020.44,False
2775,1,21,2011-10-14,7774.11,False
2776,1,21,2011-10-21,8113.95,False
2777,1,21,2011-10-28,8346.1,False
2912,1,22,2011-09-02,7166.39,False
2913,1,22,2011-09-09,9716.37,True
2914,1,22,2011-09-16,7526.42,False
2915,1,22,2011-09-23,7295.83,False
2916,1,22,2011-09-30,5153.35,False
2917,1,22,2011-10-07,7980.63,False
2918,1,22,2011-10-14,7688.46,False
2919,1,22,2011-10-21,7727.26,False
2920,1,22,2011-10-28,6866.34,False
3055,1,23,2011-09-02,18827.59,False
3056,1,23,2011-09-09,16403.15,True
3057,1,23,2011-09-16,13053.74,False
3058,1,23,2011-09-23,15044.0,False
3059,1,23,2011-09-30,16135.85,False
3060,1,23,2011-10-07,18327.16,False
3061,1,23,2011-10-14,17951.52,False
3062,1,23,2011-10-21,20272.49,False
3063,1,23,2011-10-28,19970.49,False
3198,1,24,2011-09-02,4629.39,False
3199,1,24,2011-09-09,4212.08,True
3200,1,24,2011-09-16,3840.96,False
3201,1,24,2011-09-23,2854.73,False
3202,1,24,2011-09-30,2957.53,False
3203,1,24,2011-10-07,4446.16,False
3204,1,24,2011-10-14,3461.67,False
3205,1,24,2011-10-21,7007.77,False
3206,1,24,2011-10-28,7173.54,False
3341,1,25,2011-09-02,8186.36,False
3342,1,25,2011-09-09,9241.48,True
3343,1,25,2011-09-16,7613.85,False
3344,1,25,2011-09-23,7538.64,False
3345,1,25,2011-09-30,8010.24,False
3346,1,25,2011-10-07,8907.86,False
3347,1,25,2011-10-14,9111.45,False
3348,1,25,2011-10-21,9014.23,False
3349,1,25,2011-10-28,10461.93,False
3484,1,26,2011-09-02,4014.69,False
3485,1,26,2011-09-09,4217.53,True
3486,1,26,2011-09-16,5003.37,False
3487,1,26,2011-09-23,4583.66,False
3488,1,26,2011-09-30,5081.35,False
3489,1,26,2011-10-07,7492.61,False
3490,1,26,2011-10-14,6560.2,False
3491,1,26,2011-10-21,8928.79,False
3492,1,26,2011-10-28,9038.21,False
3627,1,27,2011-09-02,826.83,False
3628,1,27,2011-09-09,786.47,True
3629,1,27,2011-09-16,806.31,False
3630,1,27,2011-09-23,834.84,False
3631,1,27,2011-09-30,939.73,False
3632,1,27,2011-10-07,1295.94,False
3633,1,27,2011-10-14,1228.98,False
3634,1,27,2011-10-21,1785.51,False
3635,1,27,2011-10-28,1422.84,False
3770,1,28,2011-09-02,342.96,False
3771,1,28,2011-09-09,483.05,True
3772,1,28,2011-09-16,427.2,False
3773,1,28,2011-09-23,418.48,False
3774,1,28,2011-09-30,537.0,False
3775,1,28,2011-10-07,548.26,False
3776,1,28,2011-10-14,430.34,False
3777,1,28,2011-10-21,616.4,False
3778,1,28,2011-10-28,670.38,False
3913,1,29,2011-09-02,3652.7,False
3914,1,29,2011-09-09,3210.79,True
3915,1,29,2011-09-16,2986.42,False
3916,1,29,2011-09-23,3343.26,False
3917,1,29,2011-09-30,3209.28,False
3918,1,29,2011-10-07,4011.5,False
3919,1,29,2011-10-14,3619.49,False
3920,1,29,2011-10-21,4093.77,False
3921,1,29,2011-10-28,3968.2,False
4056,1,30,2011-09-02,2837.66,False
4057,1,30,2011-09-09,2755.4,True
4058,1,30,2011-09-16,2580.54,False
4059,1,30,2011-09-23,2585.95,False
4060,1,30,2011-09-30,2529.32,False
4061,1,30,2011-10-07,3051.62,False
4062,1,30,2011-10-14,2921.56,False
4063,1,30,2011-10-21,2566.7,False
4064,1,30,2011-10-28,2688.58,False
4199,1,31,2011-09-02,2012.19,False
4200,1,31,2011-09-09,1458.46,True
4201,1,31,2011-09-16,1438.69,False
4202,1,31,2011-09-23,1270.53,False
4203,1,31,2011-09-30,1368.39,False
4204,1,31,2011-10-07,1178.65,False
4205,1,31,2011-10-14,1648.71,False
4206,1,31,2011-10-21,1404.65,False
4207,1,31,2011-10-28,1582.06,False
4342,1,32,2011-09-02,7591.17,False
4343,1,32,2011-09-09,7126.55,True
4344,1,32,2011-09-16,6644.95,False
4345,1,32,2011-09-23,8218.16,False
4346,1,32,2011-09-30,7406.96,False
4347,1,32,2011-10-07,7219.14,False
4348,1,32,2011-10-14,6151.7,False
4349,1,32,2011-10-21,6481.34,False
4350,1,32,2011-10-28,5137.16,False
4485,1,33,2011-09-02,4336.73,False
4486,1,33,2011-09-09,4168.88,True
4487,1,33,2011-09-16,4119.66,False
4488,1,33,2011-09-23,3166.72,False
4489,1,33,2011-09-30,3363.59,False
4490,1,33,2011-10-07,4427.83,False
4491,1,33,2011-10-14,3631.68,False
4492,1,33,2011-10-21,5882.98,False
4493,1,33,2011-10-28,6318.38,False
4628,1,34,2011-09-02,8981.78,False
4629,1,34,2011-09-09,8581.38,True
4630,1,34,2011-09-16,7987.56,False
4631,1,34,2011-09-23,7504.05,False
4632,1,34,2011-09-30,7970.3,False
4633,1,34,2011-10-07,8010.18,False
4634,1,34,2011-10-14,8964.67,False
4635,1,34,2011-10-21,10716.87,False
4636,1,34,2011-10-28,10570.19,False
4771,1,35,2011-09-02,2081.31,False
4772,1,35,2011-09-09,2216.89,True
4773,1,35,2011-09-16,1771.64,False
4774,1,35,2011-09-23,2165.59,False
4775,1,35,2011-09-30,2210.41,False
4776,1,35,2011-10-07,1928.39,False
4777,1,35,2011-10-14,1953.39,False
4778,1,35,2011-10-21,2882.4,False
4779,1,35,2011-10-28,2179.03,False
4914,1,36,2011-09-02,411.61,False
4915,1,36,2011-09-09,804.22,True
4916,1,36,2011-09-16,493.43,False
4917,1,36,2011-09-23,511.28,False
4918,1,36,2011-09-30,558.4,False
4919,1,36,2011-10-07,878.86,False
4920,1,36,2011-10-14,765.13,False
4921,1,36,2011-10-21,1010.86,False
4922,1,36,2011-10-28,1300.91,False
5057,1,37,2011-09-02,2992.63,False
5058,1,37,2011-09-09,3015.32,True
5059,1,37,2011-09-16,3149.23,False
5060,1,37,2011-09-23,2631.41,False
5061,1,37,2011-09-30,2662.92,False
5062,1,37,2011-10-07,2935.5,False
5063,1,37,2011-10-14,2522.86,False
5064,1,37,2011-10-21,2735.71,False
5065,1,37,2011-10-28,2668.4,False
5200,1,38,2011-09-02,86374.76,False
5201,1,38,2011-09-09,77634.79,True
5202,1,38,2011-09-16,73226.9,False
5203,1,38,2011-09-23,71469.16,False
5204,1,38,2011-09-30,72839.02,False
5205,1,38,2011-10-07,83059.47,False
5206,1,38,2011-10-14,67590.65,False
5207,1,38,2011-10-21,76702.9,False
5208,1,38,2011-10-28,67148.18,False
5343,1,40,2011-09-02,57323.34,False
5344,1,40,2011-09-09,56234.81,True
5345,1,40,2011-09-16,58226.24,False
5346,1,40,2011-09-23,55280.21,False
5347,1,40,2011-09-30,56542.57,False
5348,1,40,2011-10-07,62225.38,False
5349,1,40,2011-10-14,54758.87,False
5350,1,40,2011-10-21,54344.36,False
5351,1,40,2011-10-28,54994.01,False
5486,1,41,2011-09-02,1345.5,False
5487,1,41,2011-09-09,971.0,True
5488,1,41,2011-09-16,956.5,False
5489,1,41,2011-09-23,1532.5,False
5490,1,41,2011-09-30,1222.0,False
5491,1,41,2011-10-07,1572.5,False
5492,1,41,2011-10-14,1262.47,False
5493,1,41,2011-10-21,1354.5,False
5494,1,41,2011-10-28,2927.5,False
5629,1,42,2011-09-02,7687.29,False
5630,1,42,2011-09-09,8899.8,True
5631,1,42,2011-09-16,8950.75,False
5632,1,42,2011-09-23,8263.51,False
5633,1,42,2011-09-30,7710.94,False
5634,1,42,2011-10-07,8506.57,False
5635,1,42,2011-10-14,6680.42,False
5636,1,42,2011-10-21,7234.05,False
5637,1,42,2011-10-28,7181.21,False
5772,1,44,2011-09-02,5085.98,False
5773,1,44,2011-09-09,5234.34,True
5774,1,44,2011-09-16,4747.74,False
5775,1,44,2011-09-23,5426.25,False
5776,1,44,2011-09-30,5740.86,False
5777,1,44,2011-10-07,6259.82,False
5778,1,44,2011-10-14,6644.37,False
5779,1,44,2011-10-21,5357.89,False
5780,1,44,2011-10-28,7105.29,False
5881,1,45,2011-09-02,11.97,False
5882,1,45,2011-09-09,11.97,True
5883,1,45,2011-09-23,35.91,False
5884,1,45,2011-09-30,21.94,False
5885,1,45,2011-10-07,11.97,False
5886,1,45,2011-10-21,11.97,False
5887,1,45,2011-10-28,23.94,False
5986,1,46,2011-09-02,18204.34,False
5987,1,46,2011-09-09,16566.4,True
5988,1,46,2011-09-16,17763.55,False
5989,1,46,2011-09-23,15863.61,False
5990,1,46,2011-09-30,17225.81,False
5991,1,46,2011-10-07,19711.09,False
5992,1,46,2011-10-14,17898.93,False
5993,1,46,2011-10-21,16600.43,False
5994,1,46,2011-10-28,16886.0,False
6061,1,47,2011-10-14,-498.0,False
6135,1,48,2011-09-02,117.0,False
6136,1,48,2011-09-09,786.0,True
6137,1,48,2011-09-16,988.0,False
6138,1,48,2011-09-23,762.0,False
6139,1,48,2011-09-30,256.0,False
6140,1,48,2011-10-07,832.0,False
6141,1,48,2011-10-14,771.0,False
6142,1,48,2011-10-21,494.0,False
6143,1,48,2011-10-28,1559.0,False
6276,1,49,2011-09-02,11004.04,False
6277,1,49,2011-09-09,11075.68,True
6278,1,49,2011-09-16,15443.88,False
6279,1,49,2011-09-23,11592.49,False
6280,1,49,2011-09-30,11336.54,False
6281,1,49,2011-10-07,11999.77,False
6282,1,49,2011-10-14,11314.52,False
6283,1,49,2011-10-21,12499.83,False
6284,1,49,2011-10-28,7365.08,False
6452,1,52,2011-09-02,2063.86,False
6453,1,52,2011-09-09,2333.17,True
6454,1,52,2011-09-16,2653.58,False
6455,1,52,2011-09-23,2149.38,False
6456,1,52,2011-09-30,2430.13,False
6457,1,52,2011-10-07,2461.69,False
6458,1,52,2011-10-14,2422.74,False
6459,1,52,2011-10-21,1976.63,False
6460,1,52,2011-10-28,2030.63,False
6591,1,54,2011-09-02,29.24,False
6592,1,54,2011-09-16,52.84,False
6593,1,54,2011-09-23,94.92,False
6594,1,54,2011-09-30,46.38,False
6595,1,54,2011-10-07,14.24,False
6596,1,54,2011-10-14,33.88,False
6597,1,54,2011-10-21,14.24,False
6598,1,54,2011-10-28,23.92,False
6728,1,55,2011-09-02,11307.8,False
6729,1,55,2011-09-09,9968.71,True
6730,1,55,2011-09-16,9132.15,False
6731,1,55,2011-09-23,10095.51,False
6732,1,55,2011-09-30,8371.29,False
6733,1,55,2011-10-07,9866.2,False
6734,1,55,2011-10-14,8613.78,False
6735,1,55,2011-10-21,12946.24,False
6736,1,55,2011-10-28,11531.5,False
6871,1,56,2011-09-02,1001.74,False
6872,1,56,2011-09-09,1342.15,True
6873,1,56,2011-09-16,1417.28,False
6874,1,56,2011-09-23,1427.48,False
6875,1,56,2011-09-30,1864.31,False
6876,1,56,2011-10-07,2288.14,False
6877,1,56,2011-10-14,2772.54,False
6878,1,56,2011-10-21,1577.8,False
6879,1,56,2011-10-28,1221.89,False
7014,1,58,2011-09-02,2720.0,False
7015,1,58,2011-09-09,2735.0,True
7016,1,58,2011-09-16,5238.97,False
7017,1,58,2011-09-23,1520.0,False
7018,1,58,2011-09-30,1735.0,False
7019,1,58,2011-10-07,4128.97,False
7020,1,58,2011-10-14,3195.0,False
7021,1,58,2011-10-21,2515.0,False
7022,1,58,2011-10-28,800.0,False
7157,1,59,2011-09-02,180.85,False
7158,1,59,2011-09-09,243.87,True
7159,1,59,2011-09-16,194.89,False
7160,1,59,2011-09-23,147.58,False
7161,1,59,2011-09-30,226.12,False
7162,1,59,2011-10-07,239.99,False
7163,1,59,2011-10-14,428.76,False
7164,1,59,2011-10-21,231.84,False
7165,1,59,2011-10-28,289.83,False
7300,1,60,2011-09-02,1161.6,False
7301,1,60,2011-09-09,1100.0,True
7302,1,60,2011-09-16,853.6,False
7303,1,60,2011-09-23,756.8,False
7304,1,60,2011-09-30,888.8,False
7305,1,60,2011-10-07,1276.0,False
7306,1,60,2011-10-14,1223.2,False
7307,1,60,2011-10-21,941.6,False
7308,1,60,2011-10-28,880.0,False
7443,1,67,2011-09-02,5632.09,False
7444,1,67,2011-09-09,5666.3,True
7445,1,67,2011-09-16,5674.81,False
7446,1,67,2011-09-23,5891.33,False
7447,1,67,2011-09-30,5747.96,False
7448,1,67,2011-10-07,6433.21,False
7449,1,67,2011-10-14,5981.5,False
7450,1,67,2011-10-21,5738.67,False
7451,1,67,2011-10-28,5526.26,False
7586,1,71,2011-09-02,3393.53,False
7587,1,71,2011-09-09,3114.58,True
7588,1,71,2011-09-16,2662.33,False
7589,1,71,2011-09-23,2099.69,False
7590,1,71,2011-09-30,2196.62,False
7591,1,71,2011-10-07,2561.59,False
7592,1,71,2011-10-14,2671.19,False
7593,1,71,2011-10-21,2718.44,False
7594,1,71,2011-10-28,2287.09,False
7729,1,72,2011-09-02,47054.71,False
7730,1,72,2011-09-09,38861.38,True
7731,1,72,2011-09-16,44656.76,False
7732,1,72,2011-09-23,33809.02,False
7733,1,72,2011-09-30,39319.17,False
7734,1,72,2011-10-07,38528.36,False
7735,1,72,2011-10-14,44370.76,False
7736,1,72,2011-10-21,56909.42,False
7737,1,72,2011-10-28,47743.78,False
7872,1,74,2011-09-02,12486.32,False
7873,1,74,2011-09-09,11107.38,True
7874,1,74,2011-09-16,9105.06,False
7875,1,74,2011-09-23,9779.79,False
7876,1,74,2011-09-30,8771.97,False
7877,1,74,2011-10-07,9266.41,False
7878,1,74,2011-10-14,10472.33,False
7879,1,74,2011-10-21,9906.67,False
7880,1,74,2011-10-28,9592.35,False
8022,1,79,2011-09-02,40331.25,False
8023,1,79,2011-09-09,34786.75,True
8024,1,79,2011-09-16,32427.96,False
8025,1,79,2011-09-23,29161.56,False
8026,1,79,2011-09-30,28876.96,False
8027,1,79,2011-10-07,45059.56,False
8028,1,79,2011-10-14,30011.57,False
8029,1,79,2011-10-21,30190.3,False
8030,1,79,2011-10-28,28364.34,False
8165,1,80,2011-09-02,18477.42,False
8166,1,80,2011-09-09,19080.96,True
8167,1,80,2011-09-16,18221.94,False
8168,1,80,2011-09-23,17403.83,False
8169,1,80,2011-09-30,17443.45,False
8170,1,80,2011-10-07,19283.73,False
8171,1,80,2011-10-14,18893.16,False
8172,1,80,2011-10-21,18211.25,False
8173,1,80,2011-10-28,16612.64,False
8308,1,81,2011-09-02,29191.31,False
8309,1,81,2011-09-09,30764.85,True
8310,1,81,2011-09-16,29282.71,False
8311,1,81,2011-09-23,26749.2,False
8312,1,81,2011-09-30,26579.49,False
8313,1,81,2011-10-07,30444.53,False
8314,1,81,2011-10-14,29527.29,False
8315,1,81,2011-10-21,27412.7,False
8316,1,81,2011-10-28,26292.64,False
8451,1,82,2011-09-02,18775.72,False
8452,1,82,2011-09-09,18293.46,True
8453,1,82,2011-09-16,19609.72,False
8454,1,82,2011-09-23,17923.58,False
8455,1,82,2011-09-30,18244.98,False
8456,1,82,2011-10-07,19497.99,False
8457,1,82,2011-10-14,18170.02,False
8458,1,82,2011-10-21,19610.25,False
8459,1,82,2011-10-28,19018.37,False
8594,1,83,2011-09-02,6040.99,False
8595,1,83,2011-09-09,6832.9,True
8596,1,83,2011-09-16,5784.37,False
8597,1,83,2011-09-23,4879.35,False
8598,1,83,2011-09-30,4304.35,False
8599,1,83,2011-10-07,5918.22,False
8600,1,83,2011-10-14,4919.46,False
8601,1,83,2011-10-21,4775.94,False
8602,1,83,2011-10-28,4306.4,False
8737,1,85,2011-09-02,3063.01,False
8738,1,85,2011-09-09,2681.87,True
8739,1,85,2011-09-16,3172.89,False
8740,1,85,2011-09-23,2994.29,False
8741,1,85,2011-09-30,2963.74,False
8742,1,85,2011-10-07,2981.74,False
8743,1,85,2011-10-14,2910.79,False
8744,1,85,2011-10-21,3105.31,False
8745,1,85,2011-10-28,3045.94,False
8880,1,87,2011-09-02,56613.78,False
8881,1,87,2011-09-09,50145.72,True
8882,1,87,2011-09-16,46154.22,False
8883,1,87,2011-09-23,43187.07,False
8884,1,87,2011-09-30,49105.85,False
8885,1,87,2011-10-07,60958.58,False
8886,1,87,2011-10-14,42396.06,False
8887,1,87,2011-10-21,45578.05,False
8888,1,87,2011-10-28,42200.12,False
9023,1,90,2011-09-02,89094.73,False
9024,1,90,2011-09-09,90974.88,True
9025,1,90,2011-09-16,91983.47,False
9026,1,90,2011-09-23,82602.09,False
9027,1,90,2011-09-30,80994.66,False
9028,1,90,2011-10-07,96124.95,False
9029,1,90,2011-10-14,90202.21,False
9030,1,90,2011-10-21,85521.68,False
9031,1,90,2011-10-28,82323.37,False
9166,1,91,2011-09-02,63542.29,False
9167,1,91,2011-09-09,70857.27,True
9168,1,91,2011-09-16,71049.64,False
9169,1,91,2011-09-23,59924.91,False
9170,1,91,2011-09-30,57721.07,False
9171,1,91,2011-10-07,71865.59,False
9172,1,91,2011-10-14,68548.77,False
9173,1,91,2011-10-21,61839.05,False
9174,1,91,2011-10-28,56084.02,False
9309,1,92,2011-09-02,131142.28,False
9310,1,92,2011-09-09,144592.43,True
9311,1,92,2011-09-16,143870.73,False
9312,1,92,2011-09-23,122462.32,False
9313,1,92,2011-09-30,120506.66,False
9314,1,92,2011-10-07,155370.71,False
9315,1,92,2011-10-14,145457.88,False
9316,1,92,2011-10-21,134783.19,False
9317,1,92,2011-10-28,125065.14,False
9452,1,93,2011-09-02,73692.87,False
9453,1,93,2011-09-09,83809.26,True
9454,1,93,2011-09-16,81435.22,False
9455,1,93,2011-09-23,67516.27,False
9456,1,93,2011-09-30,61812.32,False
9457,1,93,2011-10-07,83366.17,False
9458,1,93,2011-10-14,76235.47,False
9459,1,93,2011-10-21,67370.04,False
9460,1,93,2011-10-28,61848.68,False
9595,1,94,2011-09-02,69864.82,False
9596,1,94,2011-09-09,67510.59,True
9597,1,94,2011-09-16,69043.67,False
9598,1,94,2011-09-23,61440.47,False
9599,1,94,2011-09-30,58101.89,False
9600,1,94,2011-10-07,66759.5,False
9601,1,94,2011-10-14,62602.91,False
9602,1,94,2011-10-21,60047.94,False
9603,1,94,2011-10-28,58438.32,False
9738,1,95,2011-09-02,130446.34,False
9739,1,95,2011-09-09,133762.77,True
9740,1,95,2011-09-16,133939.4,False
9741,1,95,2011-09-23,116165.28,False
9742,1,95,2011-09-30,115663.78,False
9743,1,95,2011-10-07,132805.42,False
9744,1,95,2011-10-14,125954.3,False
9745,1,95,2011-10-21,116931.34,False
9746,1,95,2011-10-28,108018.21,False
9860,1,96,2011-09-02,32784.16,False
9861,1,96,2011-09-09,32182.39,True
9862,1,96,2011-09-16,31689.22,False
9863,1,96,2011-09-23,30908.47,False
9864,1,96,2011-09-30,32099.6,False
9865,1,96,2011-10-07,31031.43,False
9866,1,96,2011-10-14,31545.8,False
9867,1,96,2011-10-21,31193.33,False
9868,1,96,2011-10-28,32168.33,False
10003,1,97,2011-09-02,36907.61,False
10004,1,97,2011-09-09,39703.09,True
10005,1,97,2011-09-16,38823.04,False
10006,1,97,2011-09-23,33436.59,False
10007,1,97,2011-09-30,32167.23,False
10008,1,97,2011-10-07,40724.52,False
10009,1,97,2011-10-14,37394.9,False
10010,1,97,2011-10-21,34172.38,False
10011,1,97,2011-10-28,31358.04,False
10146,1,98,2011-09-02,10663.12,False
10147,1,98,2011-09-09,11580.27,True
10148,1,98,2011-09-16,11911.48,False
10149,1,98,2011-09-23,11316.28,False
10150,1,98,2011-09-30,10068.83,False
10151,1,98,2011-10-07,12081.32,False
10152,1,98,2011-10-14,12238.54,False
10153,1,98,2011-10-21,12644.64,False
10154,1,98,2011-10-28,12359.3,False
10215,1,99,2011-09-02,20.0,False
10216,1,99,2011-09-09,40.0,True
10326,2,1,2011-09-02,23645.73,False
10327,2,1,2011-09-09,22549.64,True
10328,2,1,2011-09-16,23973.86,False
10329,2,1,2011-09-23,24204.22,False
10330,2,1,2011-09-30,24949.42,False
10331,2,1,2011-10-07,28071.56,False
10332,2,1,2011-10-14,29264.62,False
10333,2,1,2011-10-21,33205.32,False
10334,2,1,2011-10-28,43490.95,False
10469,2,2,2011-09-02,66006.89,False
10470,2,2,2011-09-09,60703.72,True
10471,2,2,2011-09-16,59135.08,False
10472,2,2,2011-09-23,61107.02,False
10473,2,2,2011-09-30,61698.6,False
10474,2,2,2011-10-07,64978.04,False
10475,2,2,2011-10-14,62476.91,False
10476,2,2,2011-10-21,60669.07,False
10477,2,2,2011-10-28,59276.11,False
10612,2,3,2011-09-02,28003.45,False
10613,2,3,2011-09-09,15159.24,True
10614,2,3,2011-09-16,13413.93,False
10615,2,3,2011-09-23,12265.92,False
